ac_from,ac_to,fraud_flag,trx_channel,trx_type,start_balance,trx_amt,mbar_region,mbar_city,mbar_registered_channel,mbar_registered_date_time,mbar_a_c_status,mbar_a_c_level,mbar_agent_group,mbar_limit_group,mbar_charge_profile,mbar_credit_dl_ml_yl,mbar_debit_dl_ml_yl,mbar_year_of_birth,mbar_last_modified_date_time,mbar_dormant_date,mbar_re_active_date,mbar_place_of_birth,mbar_account_type_name,hour_of_day,day_of_week,is_weekend,is_night,is_business_hours,is_unusual_hour,night_weekend_combo,start_balance_log,balance_change,balance_change_pct,txn_txns_3d,txn_total_amount_3d,txn_avg_amount_3d,txn_max_amount_3d,txn_min_amount_3d,txn_unique_recipients_3d,txn_unique_channels_3d,txn_unique_types_3d,txn_is_high_activity_3d,txn_multi_channel_recent,txn_amount_deviation_from_avg,txn_night_txns_3d,txn_weekend_txns_3d,user_total_txns_3d,user_total_amount_3d,user_avg_amount_3d,user_median_amount_3d,user_max_amount_3d,user_min_amount_3d,user_unique_recipients_3d,user_unique_channels_3d,user_unique_types_3d,user_total_txns_7d,user_total_amount_7d,user_avg_amount_7d,user_median_amount_7d,user_max_amount_7d,user_min_amount_7d,user_unique_recipients_7d,user_unique_channels_7d,user_unique_types_7d,user_most_used_channel_7d,user_last_used_channel,user_channel_diversity_score_7d,user_most_used_type_7d,user_last_used_type,user_type_diversity_score_7d,user_night_txns_7d,user_weekend_txns_7d,user_peak_hour_txns_7d,user_off_peak_hour_txns_7d,user_avg_start_balance_7d,user_avg_end_balance_7d,user_min_balance_7d,user_max_balance_7d,user_balance_volatility_7d,user_avg_amount_per_recipient_7d,user_max_amount_to_single_recipient_7d,user_recipient_concentration_ratio_7d,user_avg_time_between_txns_7d,user_txn_frequency_score_7d,user_days_since_last_txn,ac_from_id,ac_to_id,trx_channel_id,trx_type_id,mbar_region_id,mbar_city_id,mbar_registered_channel_id,mbar_a_c_status_id,mbar_a_c_level_id,mbar_agent_group_id,mbar_account_type_name_id,txn_unique_channels_3d_id,txn_unique_types_3d_id,user_unique_channels_3d_id,user_unique_types_3d_id,user_unique_channels_7d_id,user_unique_types_7d_id,user_most_used_channel_7d_id,user_last_used_channel_id,user_most_used_type_7d_id,user_last_used_type_id,isolation_forest_prediction,isolation_forest_probability,isolation_forest_score,best_model_used,sampling_strategy_used,_c112,min_distance_to_fraud,cluster_id,cluster_fraud_rate
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),77.15,3500.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,19,3,0,0,0,0,0,4.345751578,3500.0,45.36,3,6690.0,2230.0,2490.0,1800.0,1,1,1,0,0,0.569506726,2,1,3,1231.1,410.3666667,23.7,1203.7,3.7,1,1,1,3,1231.1,410.3666667,23.7,1203.7,3.7,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,1,1,2,410.3666667,2640.366667,3.7,3003.7,561.0307973,410.3666667,1203.7,1.0,22.66666667,1.0,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.434247837,0.264540683,Isolation Forest,Original (No Sampling),#REF!,0.001107609684558359,0,0.0056
0vWATpTmghOutso/ggb2cg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,129444.98,40000.0,,,BIO,2022-11-21T15:33:23.000+05:00,Active,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,Charge Profile for L1 Register Customer,0,0,1979,2025-08-05T17:25:17.000+05:00,1/1/1970,1/1/1970,VEHARI,Customer Account,23,7,1,1,0,0,1,11.7710112,-40054.4,-0.3,7,69600.0,9942.857143,50000.0,200.0,5,1,2,0,0,3.022988506,2,0,7,248893.07,35556.15286,6428.9,100742.03,18.91,5,1,2,39,1102238.27,28262.51974,14010.69,100742.03,0.24,13,3,4,NEW_JC_APP,NEW_JC_APP,0.976844373,Transfer(C2C),IBFT Outgoing Customer,0.972260749,2,0,17,22,28262.51974,26821.76205,0.24,100742.03,31402.77479,28262.51974,100742.03,0.29787234,3.630434783,6.714285714,0,1048,485,14,14,,,1,0,1,2,1,1,2,1,2,3,4,12,15,29,16,0,0.452919875,0.188880041,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,10971.92,5000.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,2,6,1,1,0,1,1,9.30309456,-5007.35,-0.45,21,107646.0,5126.0,32746.0,220.0,6,2,4,1,1,-0.02458057,4,0,21,294790.08,14037.62286,10833.62,75887.93,256.23,6,2,4,47,791467.94,16839.7434,17631.65,75887.93,0.72,10,4,6,NEW_JC_APP,NEW_JC_APP,0.979265659,IBFT Outgoing Customer,IBFT Outgoing Customer,0.972384937,3,9,17,30,16839.7434,14348.21957,0.72,76757.93,12204.78303,16575.37929,75887.93,0.622641509,3.0,7.571428571,0,18968,485,14,14,,,3,0,1,15,1,2,4,2,4,4,6,12,15,13,16,0,0.451950155,0.192794345,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
Meps74P5AQHufKSWie/IxQ==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,7508.94,7490.0,,,BIO,2024-05-31T14:58:51.000+05:00,Active,Level 1,Product for Standard OMNO L1 Customer,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,1977,2025-07-01T12:52:49.000+05:00,1/1/1970,1/1/1970,MUZAFARABAD,Customer Account,19,6,1,0,0,0,0,8.92384959,-7500.24,-0.99,8,27550.0,3443.75,7550.0,500.0,3,3,3,0,1,1.174954628,3,0,8,27780.38,3472.5475,1791.68,7567.46,515.91,3,3,3,18,3.336471383E9,1.853595213E8,1042.46,1.268208781E9,515.91,6,4,5,NEW_JC_APP,NEW_JC_APP,0.93627451,IBFT Outgoing Customer,IBFT Outgoing Customer,0.930555556,0,0,12,6,1.853595213E8,1.853576884E8,0.56,1.268209281E9,4.173720448E8,2.224313114E8,1.268208781E9,0.454545455,6.619047619,3.666666667,0,8831,485,14,14,,,1,0,1,44,1,3,3,3,3,4,5,12,15,13,16,0,0.451033542,0.196495634,Isolation Forest,Original (No Sampling),#REF!,0.018743584014464344,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,12370.5,5000.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,2,7,1,1,0,1,1,9.423069886,-5007.35,-0.4,8,14720.0,1840.0,5000.0,220.0,4,2,3,0,1,1.717391304,3,2,8,44785.17,5598.14625,3618.12,14096.69,1.7,4,2,3,17,101036.82,5943.342353,4026.55,20231.2,1.7,5,2,3,NEW_JC_APP,NEW_JC_APP,0.947513812,IBFT Outgoing Customer,IBFT Outgoing Customer,0.940860215,1,2,4,13,5943.342353,3914.644118,1.7,20231.2,6636.989368,5527.895,20231.2,0.55,6.894736842,3.333333333,0,18968,485,14,14,,,3,0,1,15,1,2,3,2,3,2,3,12,15,13,16,0,0.448148835,0.208152982,Isolation Forest,Original (No Sampling),#REF!,0.011703147566075925,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,2486.33,1000.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,1,4,0,1,0,1,0,7.818563006,-1002.71,-0.4,20,69336.0,3466.8,32746.0,15.0,5,3,5,1,1,-0.711549556,6,0,20,389741.03,19487.0515,18888.8,35039.14,470.93,5,3,5,31,583967.28,18837.65419,18881.3,35039.14,0.72,7,4,6,NEW_JC_APP,Payment Gateway,0.969289827,IBFT Outgoing Customer,Online Payment,0.959409594,4,9,12,19,18837.65419,16503.99194,0.72,35039.14,7782.898371,18054.92821,28729.75,0.578947368,4.432432432,5.428571429,0,18968,485,14,14,,,3,0,1,15,1,3,5,3,5,4,6,12,17,13,23,0,0.446305592,0.215609022,Isolation Forest,Original (No Sampling),#REF!,0.011703147566075925,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,2658.01,2500.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,23,5,0,1,0,0,0,7.885333002,-2504.45,-0.94,13,21910.0,1685.384615,5500.0,100.0,5,4,5,1,1,0.48334094,4,0,13,46063.19,3543.322308,3472.49,6356.07,2059.31,5,4,5,30,120801.54,4026.718,3469.74,32410.55,0.0,9,4,5,NEW_JC_APP,NEW_JC_APP,0.95971979,IBFT Outgoing Customer,IBFT Outgoing Customer,0.953678474,3,10,11,19,4026.718,2882.055,0.0,32410.55,5548.826469,4050.828846,32410.55,0.515151515,5.21875,4.714285714,0,18968,485,14,14,,,3,0,1,15,1,4,5,4,5,4,5,12,15,13,16,0,0.443133262,0.22845542,Isolation Forest,Original (No Sampling),#REF!,0.011703147566075925,0,0.0056
6F8D1jI4ukrhczt3LECatw==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,2435.45,2430.0,,,BIO,2020-10-10T17:31:32.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1970,2025-07-11T11:51:03.000+05:00,1/1/1970,1/1/1970,GUJRANWALA GUJRANWALA,Customer Account,8,5,0,0,0,0,0,7.797886823,-2432.55,-0.99,1,150.0,150.0,150.0,150.0,1,1,1,0,0,15.2,0,0,1,2588.77,2588.77,2588.77,2588.77,2588.77,1,1,1,1,2588.77,2588.77,2588.77,2588.77,2588.77,1,1,1,USSD_API,USSD_API,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.5,0,0,1,0,2588.77,2437.77,2437.77,2588.77,0.0,2588.77,2588.77,0.5,41.0,0.666666667,0,2954,485,22,14,,,1,5,1,15,1,1,1,1,1,1,1,19,23,13,16,0,0.440526349,0.239026171,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
m01SyoymhSBHxz0H6j1P3A==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,0.0,18000.0,,,BIO,2025-04-27T14:29:24.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,2004,2025-08-20T23:58:02.000+05:00,1/1/1970,1/1/1970,PESHAWAR,Customer Account,13,3,0,0,1,0,0,0.0,0.0,0.0,15,154770.0,10318.0,16000.0,20.0,7,2,3,1,1,0.744524133,1,6,15,150303.17,10020.21133,5960.0,45663.24,0.0,7,2,3,24,248852.27,10368.84458,11945.2,45663.24,0.0,9,2,5,USSD_API,USSD_API,0.968559838,IBFT Outgoing Customer,IBFT Outgoing Customer,0.959183673,1,15,20,4,10368.84458,9207.78,0.0,45663.24,9851.812244,10368.84458,45663.24,0.555555556,2.885714286,7.2,0,17960,485,22,14,,,1,5,1,15,1,2,3,2,3,2,5,19,23,13,16,0,0.438366544,0.247794004,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,3017.0,3000.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,19,4,0,0,0,0,0,8.012018239,-3005.03,-0.99,14,15362.0,1097.285714,5500.0,2.0,7,3,5,1,1,1.734019008,7,0,14,79059.96,5647.14,4135.43,32410.55,0.0,7,3,5,27,155128.47,5745.498889,4011.52,32410.55,0.0,9,3,5,NEW_JC_APP,NEW_JC_APP,0.960591133,IBFT Outgoing Customer,IBFT Outgoing Customer,0.952908587,3,10,13,14,5745.498889,4277.513704,0.0,32410.55,7293.761625,6071.673043,32410.55,0.515151515,4.6875,4.714285714,0,18968,485,14,14,,,3,0,1,15,1,3,5,3,5,3,5,12,15,13,16,0,0.437139761,0.252778392,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
74C9V20FKehPQGG6IO3aXg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,6483.43,6000.0,,,BIO,2025-03-11T10:45:31.000+05:00,Suspended,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2006,2025-07-10T08:12:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,20,3,0,0,0,0,0,8.777004971,-6008.51,-0.92,30,141107.0,4703.566667,15000.0,1.0,7,1,3,1,0,0.275627715,2,7,30,185530.45,6184.348333,5505.16,15408.31,1.68,7,1,3,42,232849.49,5544.035476,5312.24,15408.31,1.68,9,1,3,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.976477684,0,10,20,22,5544.035476,1545.752143,1.68,15408.31,3742.48531,5544.035476,15408.31,0.722222222,2.886792453,7.714285714,0,3291,485,14,14,,,1,5,1,2,1,1,3,1,3,1,3,12,15,13,16,0,0.435169128,0.260791591,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
uVRCJcKpfm4pW3X/cU8cmQ==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,102.7,1.0,,,BIO,2018-09-29T11:51:48.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for Asaan DigitalCustomer,Charge Profile for L1 Register Customer,0,0,1976,2025-01-07T10:14:47.000+05:00,1/1/1970,1/1/1970,JHANG JHANG,Customer Account,14,2,0,0,1,0,0,4.631812117,0.0,0.0,17,84208.0,4953.411765,39000.0,1.0,7,1,4,1,0,-0.999798119,1,16,17,177762.13,10456.59588,5182.94,42866.94,0.0,7,1,4,41,1190270.21,29030.98073,5179.94,928305.33,0.0,15,4,5,NEW_JC_APP,NEW_JC_APP,0.980652504,Transfer(C2C),Merchant Payment,0.979262673,1,16,35,6,29030.98073,26340.14902,0.0,928306.33,142476.3948,30369.18795,928305.33,0.383333333,1.813559322,12.0,0,20961,485,14,14,,,1,0,1,15,1,1,4,1,4,4,5,12,15,29,22,0,0.435152569,0.260858957,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),967.15,1200.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,23,2,0,1,0,0,0,6.874353603,1200.0,1.24,3,15850.0,5283.333333,8200.0,3650.0,1,1,1,0,0,-0.772870662,1,1,3,1021.45,340.4833333,7.15,1007.15,7.15,1,1,1,13,24504.95,1884.996154,501.15,8001.15,1.15,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,1,6,7,1884.996154,6287.765385,1.15,10287.15,2495.625522,1884.996154,8001.15,1.0,11.21428571,2.142857143,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.437867324,0.249821949,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),1.15,6000.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,17,4,0,0,1,0,0,0.139761942,6000.0,5217.39,9,32454.0,3606.0,5700.0,1000.0,1,1,1,0,0,0.663893511,2,0,9,18896.35,2099.594444,501.15,5707.15,1.15,1,1,1,11,19410.65,1764.604545,501.15,5707.15,1.15,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,0,5,6,1764.604545,5224.059091,1.15,10261.15,2276.690116,1764.604545,5707.15,1.0,10.92857143,2.142857143,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.435790288,0.258264874,Isolation Forest,Original (No Sampling),#REF!,2.9462208732070354E-4,0,0.0056
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),463.5,2150.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,15,2,0,0,1,0,0,6.138806385,2150.0,4.63,4,10550.0,2637.5,3500.0,1150.0,1,1,1,0,0,-0.184834123,1,2,4,1200.2,300.05,250.05,700.05,0.05,1,1,1,10,9159.5,915.95,600.05,2800.05,0.05,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,2,7,3,915.95,4080.95,0.05,6900.05,965.0830482,915.95,2800.05,1.0,11.30769231,2.0,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.432787958,0.270485301,Isolation Forest,Original (No Sampling),#REF!,0.0022409033148667917,0,0.0056
K5x69ruopYylms1PC0xqIA==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,0.0,13985.0,,,API,2024-12-23T22:18:46.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,0,2025-01-15T14:47:26.000+05:00,1/1/1970,1/1/1970,KOT MOMIN SARGODHA,Customer Account,18,4,0,0,0,0,0,0.0,0.0,0.0,3,147000.0,49000.0,49000.0,49000.0,3,1,3,0,0,-0.714591837,2,0,3,49003.79,16334.59667,2.9,49000.89,0.0,3,1,3,3,49003.79,16334.59667,2.9,49000.89,0.0,3,1,3,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.814814815,0,0,0,3,16334.59667,1.263333333,0.0,49000.89,23098.55756,16334.59667,49000.89,0.714285714,3.5,3.5,0,7895,485,14,14,,,0,0,1,33,1,1,3,1,3,1,3,12,15,13,16,0,0.443664265,0.226303835,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
INkpNW58ZpnH1x6EgjUtNg==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,0.0,3000.0,,,API,2024-12-23T18:45:54.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-01-01T07:26:20.000+05:00,1/1/1970,1/1/1970,QASOOR QASOOR,Customer Account,13,7,1,0,1,0,0,0.0,0.0,0.0,6,18821.0,3136.833333,5000.0,1.0,1,1,1,0,0,-0.043621487,1,3,6,18924.56,3154.093333,4422.4,5022.72,0.0,1,1,1,8,24011.87,3001.48375,3952.36,5022.72,0.0,1,1,1,USSD_API,USSD_API,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.0,1,3,3,5,3001.48375,644.3425,0.0,5022.72,2108.124279,3001.48375,5022.72,1.0,12.5,1.833333333,0,7281,485,22,14,,,0,0,1,33,1,1,1,1,1,1,1,19,23,13,16,0,0.439955851,0.241341233,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,10833.62,2000.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,14,4,0,0,1,0,0,9.29040954,-2003.87,-0.18,20,69336.0,3466.8,32746.0,15.0,5,3,5,1,1,-0.423099112,6,0,20,389741.03,19487.0515,18888.8,35039.14,470.93,5,3,5,31,583967.28,18837.65419,18881.3,35039.14,0.72,7,4,6,NEW_JC_APP,Payment Gateway,0.969289827,IBFT Outgoing Customer,Online Payment,0.959409594,4,9,12,19,18837.65419,16503.99194,0.72,35039.14,7782.898371,18054.92821,28729.75,0.578947368,4.432432432,5.428571429,0,18968,485,14,14,,,3,0,1,15,1,3,5,3,5,4,6,12,17,13,23,0,0.437873457,0.249797031,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
74C9V20FKehPQGG6IO3aXg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,4231.51,4000.0,,,BIO,2025-03-11T10:45:31.000+05:00,Suspended,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2006,2025-07-10T08:12:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,13,2,0,0,1,0,0,8.350314182,-4006.19,-0.94,24,76562.0,3190.083333,10000.0,1.0,12,1,2,1,0,0.25388574,0,15,24,388579.62,16190.8175,5456.27,158871.97,0.46,12,1,2,37,450788.03,12183.46027,5453.72,158871.97,0.46,18,1,3,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.974407583,0,15,27,10,12183.46027,9083.577297,0.46,158872.97,31437.12195,12183.46027,158871.97,0.574468085,3.413043478,6.714285714,0,3291,485,14,14,,,1,5,1,2,1,1,2,1,2,1,3,12,15,13,16,0,0.435078738,0.261159339,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
74C9V20FKehPQGG6IO3aXg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,1166.65,800.0,,,BIO,2025-03-11T10:45:31.000+05:00,Suspended,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2006,2025-07-10T08:12:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,16,3,0,0,1,0,0,7.061891673,-802.48,-0.68,29,62212.0,2145.241379,5600.0,1.0,11,2,4,1,1,-0.627081592,4,6,29,423443.3,14601.4931,3368.89,126913.47,9.72,11,2,4,66,595094.8,9016.587879,4331.49,126913.47,0.0,25,2,5,NEW_JC_APP,NEW_JC_APP,0.985104491,IBFT Outgoing Customer,IBFT Outgoing Customer,0.981115108,0,15,47,19,9016.587879,6234.616212,0.0,126914.47,20510.96689,9087.791538,126913.47,0.6,2.231884058,10.0,0,3291,485,14,14,,,1,5,1,2,1,2,4,2,4,2,5,12,15,13,16,0,0.434861065,0.262045015,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,11535.62,160.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,21,3,0,0,0,0,0,9.35319492,-161.74,-0.01,9,14690.0,1632.222222,5000.0,200.0,5,2,3,0,1,-0.901974132,4,3,9,140041.88,15560.20889,11378.04,75128.59,96.43,5,2,3,17,184827.05,10872.17941,10040.81,75128.59,1.7,6,3,4,NEW_JC_APP,NEW_JC_APP,0.96437659,IBFT Outgoing Customer,IBFT Outgoing Customer,0.960199005,3,5,6,11,10872.17941,9568.001176,1.7,75568.59,16937.96102,10764.78438,75128.59,0.533333333,5.379310345,4.285714286,0,18968,485,14,14,,,3,0,1,15,1,2,3,2,3,3,4,12,15,13,16,0,0.433186901,0.268860341,Isolation Forest,Original (No Sampling),#REF!,0.011703147566075925,0,0.0056
N4UDK5GC82tT0Ca3U9cnRw==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,0.0,15000.0,,,API,2023-07-19T11:49:22.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2023-07-19T12:52:39.000+05:00,1/1/1970,1/1/1970,LAHORE,Customer Account,10,6,1,0,1,0,0,0.0,0.0,0.0,6,18900.0,3150.0,12300.0,1000.0,5,2,2,0,1,3.761904762,1,0,6,19327.64,3221.273333,1495.35,12472.72,1054.16,5,2,2,21,96343.44,4587.782857,1345.06,21053.63,0.0,12,2,3,Payment Gateway,Payment Gateway,0.955294118,Online Payment,Online Payment,0.95377129,0,1,14,7,4587.782857,1184.677619,0.0,21053.63,6318.268592,4587.782857,21053.63,0.259259259,5.538461538,3.857142857,0,9016,485,22,14,,,0,0,1,33,1,2,2,2,2,2,3,14,17,20,23,0,0.433083308,0.269282259,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
